report_number,date_received,event_type,brand,generic,model,problem,narrative
3004193489-2015-00022,20150303,Malfunction,NOVAMAX LINK GLUCOSE MONITOR,GLUCOSE MONITOR,NA,"Incorrect, Inadequate or Imprecise Result or Readings","CONSUMER CALLED INTO CUSTOMER CARE TO REPORT THAT""... HIS BLOOD GLUCOSE READINGS ARE ALL OVER THE PLACE..."". IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUMER RECEIVED A RESULT OF 49 MG/DL ON THEIR BLOOD GLUCOSE METER. THE CONSUMER IMMEDIATELY PERFORMED TWO ADDITIONAL TESTS USING THE SAME METER AND STRIPS FROM THE SAME VIAL GETTING THE FOLLOWING RESULTS OF 106 MG/DL AND 112 MG/DL. | DURING THE CALL TO CUSTOMER SUPPORT, IT WAS REVEALED THAT THE CONSUMER DID NOT CONTROL SOLUTION TEST FOR INTEGRITY BEFORE USE THEIR INITIAL TEST STRIPS AS INSTRUCTED IN OUR DIRECTIONS FOR USE. THE CONSUMER ADMITTED THAT DOES NOT WASH HIS HANDS BEFORE TESTING AS STATED IN OUR DIRECTIONS FOR USE. THE DIFFERENCE IN THE CONSUMER'S READINGS WAS DETERMINED TO BE CLINICALLY SIGNIFICANT. A CONTROL SOLUTION TEST WAS PERFORMED WHILE TROUBLESHOOTING WITH CUSTOMER SUPPORT SHOWING THE TEST STRIPS TO FALL IN RANGE. THE METER AND TEST STRIPS WILL NOT BE RETURNED FOR EVAL. THE CONSUMER REFUSED TO RETURN METER BECAUSE HE TAKES THE METER WITH HIM TO THE DOCTOR'S OFFICE. TEST STRIP LOT #: 1020214204. EXPIRATION DATE: JULY 2016. CONTROL SOLUTION LOT #: 1030214093 RANGE: 82-127 MG/DL. NOVA MAX TEST STRIP INSERT - QUALITY CONTROL CHECKING THE SYSTEM CONTROL SOLUTION TEST: THE NOVA MAX CONTROL SOLUTION IS USED"
3004193489-2015-00023,20150303,Malfunction,NOVAMAX LINK GLUCOSE MONITOR,GLUCOSE MONITOR,NA,"Incorrect, Inadequate or Imprecise Result or Readings","A CONSUMER CALLED INTO CUSTOMER CARE TO REPORT THAT""... SHE WAS CONCERNED ABOUT A LOW BG READING YESTERDAY..."". IT WAS REPORTED TO NOVA BIOMEDICAL THAT THE CONSUMER RECEIVED A RESULT OF 30 MG/DL ON THEIR BLOOD GLUCOSE METER. THE CONSUMER IMMEDIATELY PERFORMED ANOTHER TEST USING THE SAME METER AND STRIPS FROM THE SAME VIAL GETTING THE FOLLOWING RESULTS OF 145 MG/DL. | DURING THE CALL TO CUSTOMER SUPPORT, IT WAS REVEALED THAT THE CONSUMER DID NOT CONTROL SOLUTION TEST FOR INTEGRITY BEFORE USE THEIR INITIAL TEST STRIPS AS INSTRUCTED IN OUR DIRECTIONS FOR USE. THE DIFFERENCE IN THE CONSUMER'S READINGS WAS DETERMINED TO BE CLINICALLY SIGNIFICANT. A CONTROL SOLUTION TEST WAS PERFORMED WHILE TROUBLESHOOTING WITH CUSTOMER SUPPORT SHOWING THE TEST STRIPS TO FALL IN RANGE. THE METER AND TEST STRIPS WILL NOT BE RETURNED FOR EVAL. TEST STRIP LOT #: 1020214149. EXPIRATION DATE: MAY 2016. CONTROL SOLUTION LOT #: 1030214093 RANGE: 82-127 MG/DL. NOVA MAX TEST STRIP INSERT - QUALITY CONTROL CHECKING THE SYSTEM CONTROL SOLUTION TEST: THE NOVA MAX CONTROL SOLUTION IS USED AS A QUALITY CONTROL CHECK TO MAKE SURE THAT YOUR BLOOD GLUCOSE MONITOR AND THE NOVA MAX GLUCOSE TEST STRIPS ARE WORKING CORRECTLY. DO A CONTROL SOLUTION TEST: EACH TIME YOU OPEN A NEW VIAL OF TEST ST"
MW5041129,20150223,Injury,NOVA MAX PLUS,GLUCOMETER,NOVA MAX PLUS,"Incorrect, Inadequate or Imprecise Result or Readings","ENCOUNTERED PATIENT IN THE HALL WAY WHO WAS A PAST PARTICIPANT OF OUTPATIENT DIABETIC (B)(6) CLASS. THE PATIENT REPORTED THAT ON (B)(6) 2015, HER GLUCOMETER GAVE HER A READING OF 590 MG/DL. SHE WAS HAVING GI ISSUES AND POSSIBLY THOUGHT THAT IT COULD BE ASSOCIATED WITH HIGH BLOOD SUGAR RESULT. SHE THEN PROCEEDED TO GO TO HER LOCAL ER BECAUSE SHE WAS CONCERNED. IN THE ER THEY VERIFIED THAT HER GLUCOMETER WAS NOT ACCURATE AND SHE GOT A RESULT OF 117 MG/DL. SHE STATED SHE GOT SCARED AND BECAME ANXIOUS DUE TO THIS HIGH READING AND SHE SPENT 5 HOURS IN THE ER. DIAGNOSIS OR REASON FOR USE: BLOOD GLUCOSE MONITORING."
MW5041130,20150223,Injury,NOVA MAX PLUS,LANCING DEVICE CAPS,,Crack; Unintended Power Up; Device Slipped,"DURING DIABETES DISCHARGE EDUCATION CLASS, 4 NOVA MAX PLUS LANCING DEVICE CAPS WERE FOUND TO BE CRACKED ON THE SIDES. THE CAP FLIES OFF THE LANCING DEVICE IF IT IS NOT SECURELY PLACED ON THE FINGER TIP WHEN THE LANCING DEVICE CAPS ARE CRACKED. ALSO 2 OUT OF THE 4 LANCING PENS HAVE THE LANCET POKE THROUGH THE CAP AFTER SPRINGING THE DEVICE BACK READY TO BE USED. I CONTACTED MFR WHO WILL MAIL OUT 12 NEW LANCING PENS."
MW5041131,20150223,Malfunction,NOVA MAX PLUS,GLUCOMETER,,Break; Failure to Power Up,"CAME ACROSS A PATIENT'S WIFE IN THE 100 BUILDING OUTSIDE THE OUTPATIENT PHARMACY. WIFE SHOWED ME PATIENT'S NOVA MAX PLUS GLUCOMETER AND LANCING DEVICE STATING ""IT'S BROKEN (METER AND LANCING PEN) AND HE NEEDS ANOTHER ONE. SHE STATED THAT THE GLUCOMETER WOULD NOT TURN ON THEREFORE WAS NOT ABLE TO USE IT. PHARMACIST TOLD HER THAT SHE NEEDED TO CONTACT THE MFR. SHE EXPRESSED THAT THEY NEED THE MACHINE RIGHT AWAY AND COULD NOT AFFORD TO WAIT LONGER. SINCE PATIENT IS KNOWN TO ME, I AM AWARE HE'S ON ANTIDIABETIC AGENTS. ALSO DUE TO WIFE'S CONCERN IN DELAYING BLOOD GLUCOSE MONITORING, I HAD A NEW NOVA MAX PLUS GLUCOMETER WHICH I PROVIDED TO HER ALONG WITH CONTROL SOLUTION AND INSTRUCTIONS ON USE. DIAGNOSIS OR REASON FOR USE: BLOOD GLUCOSE MONITORING."
3004193489-2015-00017,20150217,Malfunction,NOVA MAX PLUS GLUCOSE MONITOR,GLUCOSE MONITOR,NA,High Test Results,"DURING THE CALL TO CUSTOMER SUPPORT, IT WAS REVEALED THAT THE CONSUMER DID NOT PERFORM CONTROL SOLUTION TEST FOR INTEGRITY BEFORE USE THEIR INITIAL TEST STRIPS AS INSTRUCTED IN OUR DIRECTIONS FOR USE. WHILE ON THE PHONE, A CONTROL SOLUTION COULD NOT BE PREFORMED BECAUSE THE CONSUMER DID NOT HAVE ANY CONTROL SOLUTION. A CONTROL SOLUTION TEST WAS PERFORMED WHILE TROUBLESHOOTING IN THE FOLLOW-UP CALL WITH CUSTOMER SUPPORT SHOWING THE TEST STRIPS TO FALL IN RANGE. THE DIFFERENCE IN THE CONSUMER'S READINGS WAS DETERMINED TO BE CLINICALLY SIGNIFICANT. THE METER AND TEST STRIPS WILL BE RETURNED FOR EVALUATION. TEST STRIP LOT # 1020214204 EXPIRATION DATE: 07/2016 CONTROL SOLUTION LOT # 1030214093 RANGE: 82-127 MG/DL. NOVA MAX TEST STRIP INSERT - QUALITY CONTROL. CHECKING THE SYSTEM CONTROL SOLUTION TEST: THE NOVA MAX CONTROL SOLUTION IS USED AS A QUALITY CONTROL CHECK TO MAKE SURE THAT YOUR BLOO | THE CONSUMER CALLED BECAUSE ""...SHE FELT HER BG READING THIS MORNING WAS TOO HIGH..."" THE CONSUMER REPORTED HER FASTING BLOOD GLUCOSE RESULT OF 153 MG/DL WAS HIGHER THAN SHE EXPECTED."
3004193489-2015-00016,20150217,Malfunction,NOVAMAX LINK GLUCOSE MONITOR,GLUCOSE MONITOR,NA,"Incorrect, Inadequate or Imprecise Result or Readings","CONSUMER CALLED INTO CUSTOMER CARE REGARDING, ""...CONCERNED ABOUT THE DISCREPANCY IN BACK TO BACK BG RESULTS A COUPLE OF DAYS AGO..."" IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUMER RECEIVED A RESULT OF 48 MG/DL ON THEIR BLOOD GLUCOSE METER. THE CONSUMER IMMEDIATELY PERFORMED ANOTHER TEST USING THE SAME METER AND STRIPS FROM THE SAME VIAL GETTING THE FOLLOWING RESULT OF 88 MG/DL. | DURING THE CALL TO CUSTOMER SUPPORT, IT WAS REVEALED THAT THE CONSUMER USED EXPIRED CONTROL SOLUTION ON HIS TEST STRIPS TO DETERMINE THEIR INTEGRITY AND ACCURACY. THE CONSUMER WAS EDUCATED ON THESE DIRECTIONS FOR USE AT THE TIME OF CALL. TEST STRIP LOT # 1020414149, EXPIRATION DATE: 06/2015, CONTROL SOLUTION LOT # 1030113086 - EXPIRED, CONTROL SOLUTION LOT # 1030214093, RANGE: 82-127 MG/DL. NO CS TEST WAS PERFORMED ON TS IN QUESTION PRIOR TO CALLING, BG TESTS PERFORMED ON TS IN QUESTION PRIOR TO CALLING, BG TESTS PERFORMED ACCORDING TO NML OWNERS GUIDE HOWEVER CONSUMER COULD NOT RECALL IF THEY WERE TAKEN FROM DIFFERENT TEST SITES..."" A CONTROL SOLUTION TEST WAS PERFORMED WHILE TROUBLESHOOTING IN THE FOLLOW-UP CALL WITH CUSTOMER DIFFERENCE IN THE CONSUMER'S READINGS WAS DETERMINED TO BE CLINICALLY SIGNIFICANT. NOVA MAX TEST STRIP INSERT - QUALITY CONTROL. CHECKING THE SYSTEM CONTROL SOLUT"
3004193489-2015-00015,20150217,Malfunction,NOVA MAX PLUS GLUCOSE MONITOR,GLUCOSE MONITOR,NA,"Incorrect, Inadequate or Imprecise Result or Readings","CONSUMER CALLED IN REPORTING WIDELY VARYING BG RESULTS TAKEN BACK TO BACK. THE CONSUMER REPORTED: ...THAT HE RECEIVED A RESULT OF 94 MG/DL ON HIS BLOOD GLUCOSE METER AND HE IMMEDIATELY PERFORMED ANOTHER TEST USING THE SAME METER AND STRIPS FROM THE SAME VIRAL GETTING THE FOLLOWING RESULT OF 187 MG/DL. | DURING THE FIRST CALL TO CUSTOMER SUPPORT, IT WAS REVEALED THAT THE CONSUMER DID NOT PERFORM A CONTROL SOLUTION TEST FOR INTEGRITY BEFORE USE THEIR INITIAL TEST STRIPS AS INSTRUCTED IN OUR DIRECTIONS FOR USE. A CONTROL SOLUTION TEST WAS PERFORMED WHILE TROUBLESHOOTING IN THE FOLLOW-UP CALL WITH CUSTOMER SUPPORT SHOWING THE TEST STRIPS TO FALL IN RANGE. THE DIFFERENCE IN THE CONSUMER'S READINGS WAS DETERMINED TO BE CLINICALLY SIGNIFICANT. THE METER AN TEST STRIPS WILL BE RETURNED FOR EVALUATION. TEST STRIP LOT # 1020214149, EXPIRATION DATE: 05/2016, CONTROL SOLUTION LOT # 1030214093, RANGE: 82-127 MG/DL. NOVA MAX TEST STRIP INSERT - QUALITY CONTROL, CHECKING THE SYSTEM CONTROL SOLUTION TEST: THE NOVA MAX CONTROL SOLUTION IS USED AS A QUALITY CONTROL CHECK TO MAKE SURE THAT YOUR BLOOD GLUCOSE MONITOR AND THE NOVA MAX GLUCOSE TEST STRIPS ARE WORKING CORRECTLY. DO A CONTROL SOLUTION TEST: EA"
3004193489-2015-00012,20150217,Malfunction,NOVAMAX LINK GLUCOSE MONITOR,GLUCOSE MONITOR,NA,Incorrect Or Inadequate Test Results,"THE CONSUMER CALLED INTO CUSTOMER CARE BECAUSE, ""... HE WAS CONCERNED ABOUT WIDELY VARYING BG RESULTS TODAY..."" IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUMER RECEIVED A RESULT OF 63 MG/DL ON HIS BLOOD GLUCOSE METER. HE IMMEDIATELY PERFORMED THREE ADDITIONAL TESTS USING THE SAME METER AND STRIPS FROM THE SAME VIAL GETTING THE FOLLOWING RESULTS OF 160 MG/DL, 75 MG/DL AND 166 MG/DL. | DURING THE CALL TO CUSTOMER SUPPORT, THE CONSUMER CONTROL TESTED THEIR TEST STRIPS WHEN THEY WERE OPENED AND THE TEST STRIPS CONTROL SOLUTION FELL INTO RANGE. AN ADDITIONAL CONTROL SOLUTION TEST WAS PERFORMED WHILE TROUBLESHOOTING SHOWING THE TEST STRIPS TO FALL IN RANGE AGAIN. THE DIFFERENCE IN THE CONSUMER'S READINGS WAS DETERMINED TO BE CLINICALLY SIGNIFICANT. THE METER AND TEST STRIPS IN QUESTION WILL BE RETURNED FOR EVALUATION. TEST STRIP LOT # 1020214204, EXPIRATION DATE: 07/2016, CONTROL SOLUTION LOT # 1030112321, RANGE: 82-127 MG/DL. NOVA MAX TEST STRIP INSERT - QUALITY CONTROL. CHECKING THE SYSTEM CONTROL SOLUTION TEST: THE NOVA MAX CONTROL SOLUTION IS USED AS A QUALITY CONTROL CHECK TO MAKE SURE THAT YOUR BLOOD GLUCOSE MONITOR AND THE NOVA MAX GLUCOSE TEST STRIPS ARE WORKING CORRECTLY. DO A CONTROL SOLUTION TEST: EACH TIME YOU OPEN A NEW VIAL OF TEST STRIPS. NOVA BIOMEDICAL AWA"
3004193489-2015-00010,20150217,Malfunction,NOVA MAZ PLUS GLUCOSE MONITOR,GLUCOSE MONITOR,NA,Incorrect Or Inadequate Test Results,"THE CONSUMER CALLED INTO CUSTOMER SUPPORT, BECAUSE ""SHE FELT HER READINGS THIS MORNING WERE TOO FAR APART."" THE CONSUMER REPORTED TO NOVA BIOMEDICAL THAT SHE RECEIVED A RESULT OF 49 MG/DL ON THEIR BLOOD GLUCOSE METER. SHE IMMEDIATELY PERFORMED ANOTHER TEST USING THE SAME METER AND STRIPS FROM THE SAME VIAL GETTING THE FOLLOWING RESULT OF 97 MG/DL. | DURING THE FIRST CALL TO CUSTOMER SUPPORT, IT WAS REVEALED THAT THE CONSUMER DID NOT CONTROL SOLUTION TEST FOR INTEGRITY BEFORE USE THEIR INITIAL TEST ST RIPS AS INSTRUCTED IN OUR DIRECTIONS FOR USE. A CONTROL SOLUTION TEST WAS PERFORMED WHILE TROUBLESHOOTING IN THE FOLLOW-UP CALL WITH CUSTOMER SUPPORT SHOWING THE TEST STRIPS TO FALL IN RANGE. THE DIFFERENCE IN THE CONSUMER'S READINGS WAS DETERMINED TO BE CLINICALLY SIGNIFICANT. THE METER AND TEST STRIPS WILL BE RETURNED FOR EVALUATION. TEST STRIP LOT # 1020214204, EXPIRATION DATE: 07/2016, CONTROL SOLUTION LOT # 1030214093, RANGE: 82-127 MG/DL. NOVA MAX TEST STRIP INSERT - QUALITY CONTROL. CHECKING THE SYSTEM CONTROL SOLUTION TEST: THE NOVA MAX CONTROL SOLUTION IS USED AS A QUALITY CONTROL CHECK TO MAKE SURE THAT YOUR BLOOD GLUCOSE MONITOR AND THE NOVA MAX GLUCOSE TEST STRIPS ARE WORKING CORRECTLY. DO A CONTROL SOLUTION TEST: EACH TIME "
3004193489-2015-00014,20150217,Malfunction,NOVAMAX LINK GLUCOSE MONITOR,GLUCOSE MONITOR,NA,"Incorrect, Inadequate or Imprecise Result or Readings","THE CONSUMER CALLED INTO CUSTOMER CARE REPORTING THAT, ""... SHE IS CONCERN WITH TWO BG READINGS SHE TOOK BACK TO BACK THAT FELL TOO FAR APART..."" IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUMER RECEIVED A RESULT OF 67 MG/DL ON THEIR BLOOD GLUCOSE METER. THE CONSUMER IMMEDIATELY PERFORMED ANOTHER TEST USING THE SAME METER AND STRIPS FROM THE SAME VIAL GETTING THE FOLLOWING RESULT OF 157 MG/DL. | DURING THE CALL TO CUSTOMER CARE, THE CONSUMER USED UP THE TEST STRIPS IN QUESTION AND DISCARDED THE CONTROL SOLUTION WHICH SHE ALLEGES A CONTROL SOLUTION TEST WAS PERFORMED AS INSTRUCTED IN THE DIRECTIONS FOR USE. HOWEVER, CANNOT RECALL IF THE RESULT WAS IN OR OUT OF RANGE AND SHE DECLINED TO REVIEW METER HISTORY FOR THAT RESULT. THE CONSUMER OPENED A NEW SET OF TEST STRIPS AND PERFORMED A CONTROL SOLUTION TEST WS PERFORMED WHILE TROUBLESHOOTING WITH CUSTOMER SUPPORT SHOWING THE NEW TEST STRIPS TO FALL IN RANGE. TEST STRIP LOT # UNK. CONTROL SOLUTION LOT DISCARDED. NOVA BIOMEDICAL AWAITS THE RETURN OF THE DEVICE FOR EVALUATION. SHOULD ANY SIGNIFICANT FINDINGS BE A RESULT OF THAT INVESTIGATION, A FOLLOW-UP REPORT WILL BE FILED."
3004193489-2015-00008,20150217,Malfunction,BD LOGIC BLOOD GLUCOSE MONITOR,GLUCOSE MONITOR,NA,"Incorrect, Inadequate or Imprecise Result or Readings; Low Test Results","IT WAS DISCOVERED DURING THE FAILURE ANALYSIS THAT THE METER SOFTWARE SWITCH UNITS OF MEASURE FROM MG/DL TO MMOL/DL. THE LOW RESULTS OF 67 MG/DL, 54 MG/DL, 53 MG/DL AND 89 MG/DL WERE ACTUALLY 6.7 MMOL/DL, 5.4 MMOL/DL, 5.3 MMOL/DL AND 8.9 MMOL/DL. | IT WAS REPORTED TO NOVA BIOMEDICAL ON (B)(6) 2014 THAT THE CONSUMER ""BELIEVES HE IS RECEIVING 'INACCURATELY LOW BLOOD GLUCOSE RESULTS' AND THAT THE DATE AND TIME NO LONGER ARE DISPLAYED."""
3004193489-2015-00018,20150217,Other,NOVAMAX LINK GLUCOSE MONITOR,GLUCOSE MONITOR,NA,Low Test Results,"DURING THE CALL TO CUSTOMER SUPPORT, THE CONSUMER CONTROL TESTED THEIR TEST STRIPS WHEN THEY WERE OPENED AND THE TEST STRIPS CONTROL SOLUTION FELL INTO RANGE. AN ADDITIONAL CONTROL SOLUTION TEST WAS PERFORMED WHILE TROUBLESHOOTING SHOWING THE TEST STRIPS TO FALL IN RANGE AGAIN. THE DIFFERENCE IN THE CONSUMER'S READINGS WAS DETERMINED TO BE CLINICALLY SIGNIFICANT. IT WAS ALSO REVEALED THAT THE CONSUMER TRANSFERS TEST STRIPS FROM ONE VIAL TO ANOTHER, WHICH MAY CONTRIBUTE TO THE LOSS OF INTEGRITY OF TEST STRIPS. THE METER AND TEST STRIPS WILL BE RETURNED FOR EVALUATION. TEST STRIP LOT # 1020213252 EXPIRATION DATE: 09/2015. CONTROL SOLUTION LOT #1030113218 RANGE 82/127 MG/DL. NOVA MAX TEST STRIP INSERT- QUALITY CONTROL CHECKING THE SYSTEM CONTROL SOLUTION TEST: THE NOVA MAX CONTROL SOLUTION IS USED AS A QUALITY CONTROL CHECK TO MAKE SURE THAT YOUR BLOOD GLUCOSE MONITOR AND THE NOVA MAX GLUCO | CONSUMER CALLED INTO CUSTOMER CARE ""...CONCERNED ABOUT HIS BG RESULTS..."". IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUME RECEIVED A RESULT OF 35 MG/DL ON THEIR BLOOD GLUCOSE METER. THE CONSUMER IMMEDIATELY PERFORMED ANOTHER TEST USING THE SAME METER AND STRIPS GETTING THE FOLLOWING RESULT OF 110 MG/DL."
3004193489-2015-00011,20150217,Other,NOVAMAX LINK GLUCOSE MONITOR,GLUCOSE MONITOR,NA,"Incorrect, Inadequate or Imprecise Result or Readings","DURING THE CALL TO CUSTOMER SUPPORT, IT WAS REVEALED THAT THE CONSUMER DID NOT CONTROL SOLUTION TEST FOR INTEGRITY BEFORE USE THEIR INITIAL TEST STRIPS AS INSTRUCTED IN OUR DIRECTIONS FOR USE. A CONTROL SOLUTION TEST WAS PERFORMED WHILE TROUBLESHOOTING WITH CUSTOMER SUPPORT SHOWING THE TEST STRIPS TO FALL IN RANGE. THE DIFFERENCE IN THE CONSUMER'S READINGS WAS DETERMINED TO BE CLINICALLY SIGNIFICANT. THE METER AND TEST STRIPS WILL BE RETURNED FOR EVALUATION. TEST STRIP LOT # 1020214203 EXPIRATION DATE: 07/2016. CONTROL SOLUTION LOT #1030214093 RANGE: 82/127 MG/DL. NOVA MAX TEST STRIP INSERT - QUALITY CONTROL CHECKING THE SYSTEM CONTROL SOLUTION TEST: THE NOVA MAX CONTROL SOLUTION IS USED AS A QUALITY CONTROL CHECK TO MAKE SURE THAT YOUR BLOOD GLUCOSE MONITOR AND THE NOVA MAX GLUCOSE TEST STRIPS ARE WORKING CORRECTLY. DO A CONTROL SOLUTION TEST: EACH TIME YOU OPEN A NEW VIAL OF TEST STRIP | THE CONSUMER CALLED ""...DUE TO RECEIVING 2 BG READINGS YESTERDAY AFTERNOON THAT WERE TOO FAR APART..."". IT WAS REPORTED TO NOVA BIOMEDICAL THAT THE CUSTOMER RECEIVED A RESULT OF 57 MG/DL ON THEIR BLOOD GLUCOSE METER. SHE IMMEDIATELY PERFORMED ANOTHER TEST USING THE SAME METER AND STRIPS GETTING THE FOLLOWING RESULT OF 183 MG/DL."
3004193489-2015-00013,20150213,Other,NOVA MAX PLUS GLUCOSE MONITOR,GLUCOSE MONITOR,NA,"Incorrect, Inadequate or Imprecise Result or Readings","DURING THE CALL TO CUSTOMER SUPPORT, THE CONSUMER ADMITTED ""...USING THE SAME SITE FOR ALL THREE TESTS..."". DURING THE FIRST CALL TO CUSTOMER SUPPORT, IT WAS REVEALED THAT THE CONSUMER DID NOT CONTROL SOLUTION TEST FOR INTEGRITY BEFORE USE THEIR INITIAL TEST STRIPS AS INSTRUCTED IN OUR DIRECTIONS FOR USE. A CONTROL SOLUTION TEST WAS PERFORMED WHILE TROUBLESHOOTING IN THE FOLLOW UP CALL WITH CUSTOMER SUPPORT SHOWING THE TEST STRIPS TO FALL IN RANGE. THE DIFFERENCE IN THE CONSUMER'S READINGS WAS DETERMINED TO BE CLINICALLY SIGNIFICANT. TEST STRIP LOT #1020214149 EXPIRATION DATE: 07/2016 CONTROL SOLUTION LOT # 1030214093 RANGE: 82-127 MG/DL. NOVA MAX TEST STRIP INSERT - QUALITY CONTROL CHECKING THE SYSTEM CONTROL SOLUTION TEST: THE NOVA MAX CONTROL SOLUTION IS USED AS A QUALITY CONTROL CHECK TO MAKE SURE THAT YOUR BLOOD GLUCOSE MONITOR AND THE NOVA MAX GLUCOSE TEST STRIPS ARE WORKING CORREC | THE CONSUMER STATED, ""...THAT THIS MORNING HE DID 3 TESTS BACK TO BACK THAT HE BELIEVES ARE TOO FAR APART FROM ONE AND ANOTHER: 180, 213, AND 132 MG/DL..."". THE CONSUMER REPORTED THAT HE PERFORMED THREE BACK TO BACK BLOOD GLUCOSE TESTS ON HIS BLOOD GLUCOSE METER USING THE SAME METER AND STRIPS FROM THE SAME VIAL GETTING THE FOLLOWING RESULTS OF 180 MG/DL, 213 MG/DL AND 132 MG/DL."
MW5040753,20150211,Malfunction,NOVAMAXPLUS,NOVAMAXPLUS,,Incorrect Or Inadequate Test Results,"COMPANY LIED TO ME AND SAID MY METER WAS WORKING FINE WHEN THE CONTROL SOLUTION TEST I HAD JUST DONE WITH CUSTOMER SERVICE ON THE PHONE WHEN I DID IT PROVED IT WAS NOT. TROUBLES WITH MY NOVAMAX GLUCOSE METER GIVING ME ON MORE THAN ONE OCCASION A FALSE READING IN THE 30-40S AND SINCE IT DIDN'T FEEL LOW I RETESTED WITHIN THE MINUTE AND IT WOULD BE ABOUT 60-80 POINTS HIGHER. CALLED COMPANY, THE CUSTOMER SERVICE NUMBER ON THE BACK OF THE STRIPS. THEY IMMEDIATELY BLAMED MY STRIPS. THEY ARE THE SAME STRIPS FROM THE SAME BOTTLE. SENT ME CONTROL SOLUTION. CALLED ME AND I DID THE TEST WITH THEM ON THE PHONE. FIRST TEST WAS 44. SECOND TEST WAS 105. THIRD TEST WAS 110. I THEN DID TWO BLOOD SUGAR TESTS. ONE WAS 153 AND ONE 155. SHE THEN PROCEEDED TO TELL ME MY STRIPS AND METER WERE WORKING GOOD. EVEN THOUGH ONE OUT OF THOSE FIVE TESTS WAS WAY OFF AT 44! I CONFRONTED HER ON IT AND SHE SAID MAYBE THER"
1219029-2015-00001,20150206,Malfunction,STAT PROFILE PRIME,BLOOD GAS/ELECTROLYTE/METABOLITE,42033,False Reading From Device Non-Compliance,"THE HOSP HAD A DISCREPANCY WITH THE PCO2 VALUES FROM THE NOVA PRIME AND THE NOVA PHOX PLUS ANALYZER. THE COURSE OF ACTION FOR THE PT WAS TO ADMINISTER OXYGEN DUE TO ELEVATED PCO2 VALUES. THE PT WAS TREATED FOR THE MANAGEMENT OF A PNEUMOTHORAX. PER THE HOSP, THE PT WAS NOT ADVERSELY AFFECTED BY THE EVENT."
3004193489-2015-00006,20150203,Other,NOVA MAX PLUS GLUCOSE MONITOR,GLUCOSE MONITOR,NA,Improper or Incorrect Procedure or Method,"TEST STRIP LOT UNK. CONTROL SOLUTION LOT NONE. NOVA MAX TEST STRIP INSERT - QUALITY CONTROL CHECKING THE SYSTEM CONTROL SOLUTION TEST: THE NOVA MAX CONTROL SOLUTION IS USED AS A QUALITY CONTROL CHECK TO MAKE SURE THAT YOUR BLOOD GLUCOSE MONITOR AND THE NOVA MAX GLUCOSE TEST STRIPS ARE WORKING CORRECTLY. DO A CONTROL SOLUTION TEST: EACH TIME YOU OPEN A NEW VIAL OF TEST STRIPS. NOVA BIOMEDICAL AWAITS THE RETURN OF THE DEVICE FOR EVALUATION. SHOULD ANY SIGNIFICANT FINDINGS BE A RESULT OF THAT INVESTIGATION, A FOLLOW-UP REPORT WILL BE FILED. | IT WAS REPORTED TO NOVA BIOMEDICAL ON (B)(6) 2015 THAT ON (B)(6) 2014, THE CONSUMER RECEIVED A RESULT OF 506 MG/DL ON HER BLOOD GLUCOSE METER AND ON THE ADVICE OF HER PHYSICIAN THE CONSUMER WENT TO THE HOSPITAL. WHILE IN THE EMERGENCY ROOM, HER BLOOD GLUCOSE READING ON THE HOSPITAL'S UNK BRAND METER WAS 191 MG/DL. DURING THE CALL TO CUSTOMER SUPPORT, IT WAS REVEALED THAT THE CONSUMER DOES NOT CONTROL SOLUTION TEST FOR INTEGRITY BEFORE USE THEIR INITIAL TEST STRIPS AS INSTRUCTED IN OUR DIRECTIONS FOR USE. IT WAS ALSO REVEALED THAT THE CONSUMER TRANSFERS TEST STRIPS FROM ONE VIAL THE CARRYING CASE, WHICH MAY CONTRIBUTE TO THE LOSS OF INTEGRITY OF THE TEST STRIPS. THE CONSUMER WAS EDUCATED ON THESE DIRECTIONS FOR USE AT THE TIME OF CALL. THE CONSUMER WAS EDUCATED ON THESE DIRECTIONS FOR USE AT THE TIME OF CALL. THE METER WILL BE RETURNED FOR EVAL."
